FILE ID,Media Link,Notes,File Type,Raw Creation Data,Duration,Raw Metadata
EFTA01242505,https://www.justice.gov/epstein/files/DataSet%209/EFTA01242505.wmv,Bloomberg live segment financial Jes Staley interview,wmv,,04:40.3,"  Metadata:
    title           : Windows Media
    copyright       : All rights reserved by respective copyright holders.
    comment         : Not for redistrubution.
    WMFSDKNeeded    : 0.0.0.0000
    DeviceConformanceTemplate: @
    WM/WMADRCPeakReference: 15208
    WM/WMADRCAverageReference: 2294
    WMFSDKVersion   : 9.00.00.4504
    IsVBR           : 0
  Duration: 00:04:40.32, start: 0.000000, bitrate: 280 kb/s
  Stream #0:0(eng): Audio: wmav2 (a[1][0][0] / 0x0161), 16000 Hz, 1 channels, fltp, 16 kb/s
  Stream #0:1(eng): Video: wmv1 (WMV1 / 0x31564D57), yuv420p, 320x240, 250 kb/s, 29.97 fps, 29.97 tbr, 1k tbn, start 0.060000"
EFTA01244747,https://www.justice.gov/epstein/files/DataSet%209/EFTA01244747.wmv,"Palm Beach PD walking through Epstein's home, gun drawn at the beginning. This may be the day of the arrest. The desk with all the pics",wmv,,14:51.0,"[CUDA @ 0xa000c9d80] cu->cuInit(0) failed -> CUDA_ERROR_UNKNOWN: unknown error
[CUDA @ 0xa000cd300] cu->cuInit(0) failed -> CUDA_ERROR_UNKNOWN: unknown error
  Metadata:
    WM/ToolName     : TMPGEnc Video Mastering Works 6 Version. 6.2.8.35
    WMFSDKVersion   : 12.0.14393.1593
    WMFSDKNeeded    : 0.0.0.0000
    IsVBR           : 0
    DeviceConformanceTemplate: AP
  Duration: 01:14:51.02, start: 0.000000, bitrate: 2250 kb/s
  Stream #0:0(eng): Audio: wmav2 (a[1][0][0] / 0x0161), 44100 Hz, 2 channels, fltp, 192 kb/s
  Stream #0:1(eng): Video: vc1 (WVC1 / 0x31435657), nv12, 720x480, 2050 kb/s, 29.97 fps, 29.97 tbr, 1k tbn
[CUDA @ 0xa000c47c0] cu->cuInit(0) failed -> CUDA_ERROR_UNKNOWN: unknown error
Could not open codec for input stream 1"
EFTA01244751,https://www.justice.gov/epstein/files/DataSet%209/EFTA01244751.mp4,Potentially magnetically erased VHS static,mp4,2020-09-21 20:11,02:00.8,"    Last message repeated 1 times
  Metadata:
    major_brand     : mp42
    minor_version   : 512
    compatible_brands: mp42
    creation_time   : 2020-09-21T20:11:34.000000Z
    media_type      : 0
    season_number   : 0
    episode_sort    : 0
    hd_video        : 0
    iTunMOVI        : <?xml version=1.0 encoding=UTF-8?><!DOCTYPE plist PUBLIC -//Apple Computer//DTD PLIST 1.0//EN  http://www.apple.com/DTDs/PropertyList-1.0.dtd><plist version=1.0><dict><key>studio</key><string>studio</string><key>cast</key><array><dict><key>name<
  Duration: 00:02:00.82, start: 0.000000, bitrate: 2228 kb/s
  Stream #0:0[0x1](eng): Video: h264 (libopenh264) (Main) (avc1 / 0x31637661), yuv420p(progressive), 640x480, 2112 kb/s, 29.97 fps, 29.97 tbr, 30k tbn (default)
    Metadata:
      creation_time   : 2020-09-21T20:11:34.000000Z
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
      encoder         : h264
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 111 kb/s (default)
    Metadata:
      creation_time   : 2020-09-21T20:11:34.000000Z
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01618739,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618739.mov,emoticon style mask - ios asking about island,mov,2019-01-14 15:50,00:06.0,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2019-01-14T15:50:59.000000Z
    com.apple.quicktime.description: Memoji video, skin: Fairest Skin Tone 1; hairstyle: Flaxen, Long and wavy with side part; eyes: Blue;
  Duration: 00:00:06.02, start: 0.000000, bitrate: 2140 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 63 kb/s (default)
    Metadata:
      creation_time   : 2019-01-14T15:50:59.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p, 640x480, 2066 kb/s, 60 fps, 60 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2019-01-14T15:50:59.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264"
EFTA01619258,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619258.mov,,mov,2018-09-01 15:31,00:08.3,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2018-09-01T15:31:23.000000Z
  Duration: 00:00:08.30, start: 0.000000, bitrate: 2471 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 62 kb/s (default)
    Metadata:
      creation_time   : 2018-09-01T15:31:23.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 720x1280, 2402 kb/s, 30.01 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2018-09-01T15:31:23.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264"
EFTA01620904,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01620904.mp4,"Jews were right Mr. Bean (Rowan) standup set

Another capsized boat. It appears like there was a big storm and they were documenting damage",mp4,,04:35.0,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    title           : 522634158265287
    encoder         : Lavf56.40.101
  Duration: 00:04:35.01, start: 0.000000, bitrate: 194 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p, 400x400, 157 kb/s, 29.97 fps, 29.97 tbr, 90k tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 24000 Hz, mono, s16, 31 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01620904,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01620904.mp4,"Jews were right Mr. Bean (Rowan) standup set

Another capsized boat. It appears like there was a big storm and they were documenting damage",mp4,,04:35.0,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    title           : 522634158265287
    encoder         : Lavf56.40.101
  Duration: 00:04:35.01, start: 0.000000, bitrate: 194 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p, 400x400, 157 kb/s, 29.97 fps, 29.97 tbr, 90k tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 24000 Hz, mono, s16, 31 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01621018,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621018.mov,"Epstein sitting by himself (photo), likely a wedding",mov,2018-02-08 00:00,00:02.3,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2018-02-08T00:00:20.000000Z
    com.apple.quicktime.location.ISO6709: +36.4972-121.7527+071.077/
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone X
    com.apple.quicktime.software: 11.2.5
    com.apple.quicktime.creationdate: 2018-02-07T15:57:47-0800
    com.apple.quicktime.content.identifier: 5AE9018F-5804-4370-9277-989D37BFF399
  Duration: 00:00:02.33, start: 0.000000, bitrate: 4516 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 62 kb/s (default)
    Metadata:
      creation_time   : 2018-02-08T00:00:20.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 960x720, 4438 kb/s, 26.57 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2018-02-08T00:00:20.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      Frame cropping: 44/44/33/34
      displaymatrix: rotation of -90.00 degrees
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 43 kb/s, start 1.233333 (default)
    Metadata:
      creation_time   : 2018-02-08T00:00:20.000000Z
      handler_name    : Core Media Metadata"
EFTA01621020,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621020.mov,Another damaged boat,mov,2017-10-01 15:40,00:03.0,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2017-10-01T15:40:30.000000Z
    com.apple.quicktime.content.identifier: 159916F1-00E4-448D-8A72-792A1AE5EA73
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 7 Plus
    com.apple.quicktime.software: 10.3.3
    com.apple.quicktime.creationdate: 2017-10-01T09:31:54-0400
  Duration: 00:00:03.04, start: 0.000000, bitrate: 5023 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 63 kb/s (default)
    Metadata:
      creation_time   : 2017-10-01T15:40:30.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 960x720, 4947 kb/s, 29.97 fps, 29.97 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2017-10-01T15:40:30.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      Frame cropping: 44/44/33/34
      displaymatrix: rotation of -90.00 degrees
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 43 kb/s, start 1.501667 (default)
    Metadata:
      creation_time   : 2017-10-01T15:40:30.000000Z
      handler_name    : Core Media Metadata"
EFTA01621026,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621026.mov,Damage to building observed,mov,2017-10-01 20:28,00:03.1,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2017-10-01T20:28:35.000000Z
    com.apple.quicktime.content.identifier: 01650092-1878-4DF3-A29C-4C1781B9F240
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 7 Plus
    com.apple.quicktime.software: 10.3.3
    com.apple.quicktime.creationdate: 2017-10-01T11:40:43-0400
  Duration: 00:00:03.07, start: 0.000000, bitrate: 1331 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 61 kb/s (default)
    Metadata:
      creation_time   : 2017-10-01T20:28:35.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 640x480, 1256 kb/s, 29.95 fps, 29.97 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2017-10-01T20:28:35.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      Frame cropping: 29/30/22/22
      displaymatrix: rotation of -90.00 degrees
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 43 kb/s, start 1.501667 (default)
    Metadata:
      creation_time   : 2017-10-01T20:28:35.000000Z
      handler_name    : Core Media Metadata"
EFTA01621029,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621029.mov,Newspaper circling Cosby case,mov,2018-03-06 16:37,00:02.6,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2018-03-06T16:37:34.000000Z
    com.apple.quicktime.content.identifier: 223E35F2-433D-4007-9A2A-25F2F1D83D0A
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone X
    com.apple.quicktime.software: 11.2.6
    com.apple.quicktime.creationdate: 2018-03-06T11:37:12-0500
  Duration: 00:00:02.61, start: 0.000000, bitrate: 5469 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 60 kb/s (default)
    Metadata:
      creation_time   : 2018-03-06T16:37:34.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 960x720, 5378 kb/s, 29.52 fps, 120 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2018-03-06T16:37:34.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      Frame cropping: 44/44/33/34
      displaymatrix: rotation of -90.00 degrees
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 13 kb/s (default)
    Metadata:
      creation_time   : 2018-03-06T16:37:34.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 43 kb/s, start 1.233333 (default)
    Metadata:
      creation_time   : 2018-03-06T16:37:34.000000Z
      handler_name    : Core Media Metadata"
EFTA01621043,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621043.mov,First class airplane,mov,2018-12-14 04:05,00:01.8,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2018-12-14T04:05:27.000000Z
    com.apple.quicktime.content.identifier: CD5F17B1-6D63-47DF-858E-F081F1D590B5
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone X
    com.apple.quicktime.software: 12.1
    com.apple.quicktime.creationdate: 2018-12-13T22:15:31-0500
  Duration: 00:00:01.83, start: 0.000000, bitrate: 3120 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 60 kb/s (default)
    Metadata:
      creation_time   : 2018-12-14T04:05:27.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 720x540, 3026 kb/s, 28.36 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2018-12-14T04:05:27.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      Frame cropping: 33/33/25/25
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 12 kb/s (default)
    Metadata:
      creation_time   : 2018-12-14T04:05:27.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 43 kb/s, start 1.333333 (default)
    Metadata:
      creation_time   : 2018-12-14T04:05:27.000000Z
      handler_name    : Core Media Metadata"
EFTA01621062,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621062.mov,Looks to be a massage table on his plane,mov,2019-04-30 17:04,00:01.5,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2019-04-30T17:04:47.000000Z
    com.apple.quicktime.content.identifier: 3AFE1712-0244-4DE1-B726-B33528E06087
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone XS
    com.apple.quicktime.software: 12.2
    com.apple.quicktime.creationdate: 2019-04-30T13:04:47-0400
  Duration: 00:00:01.53, start: 0.000000, bitrate: 6413 kb/s
  Stream #0:0[0x1](und): Video: hevc (hvc1 / 0x31637668), none(smpte170m/smpte432/bt709), 1440x1080, 5633 kb/s, 28.85 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2019-04-30T17:04:47.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : HEVC
  Stream #0:1[0x2](und): Audio: pcm_s16le (lpcm / 0x6D63706C), 44100 Hz, mono, s16, 705 kb/s (default)
    Metadata:
      creation_time   : 2019-04-30T17:04:47.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 12 kb/s (default)
    Metadata:
      creation_time   : 2019-04-30T17:04:47.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 43 kb/s, start 1.135000 (default)
    Metadata:
      creation_time   : 2019-04-30T17:04:47.000000Z
      handler_name    : Core Media Metadata"
EFTA01621919,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621919.mov,"Italian architecture, Rome? at night",mov,2016-06-28 00:41,00:42.6,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2016-06-28T00:41:33.000000Z
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 6
    com.apple.quicktime.software: 9.1
    com.apple.quicktime.creationdate: 2016-06-28T02:20:48+0200
  Duration: 00:00:42.62, start: 0.000000, bitrate: 2128 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 83 kb/s (default)
    Metadata:
      creation_time   : 2016-06-28T00:41:33.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 1280x720, 2039 kb/s, 29.98 fps, 29.97 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2016-06-28T00:41:33.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2016-06-28T00:41:33.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2016-06-28T00:41:33.000000Z
      handler_name    : Core Media Metadata"
EFTA01622052,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01622052.mov,"3 men on a boat, 2 unredacted ""drive slow, don't speed"" woman recording says",mov,2016-07-03 13:43,00:05.8,"  Metadata:
    major_brand     : qt
    minor_version   : 0
    compatible_brands: qt
    creation_time   : 2016-07-03T13:43:59.000000Z
    com.apple.quicktime.location.ISO6709: +58.2475+011.4613+001.895/
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 6
    com.apple.quicktime.software: 9.3.2
    com.apple.quicktime.creationdate: 2016-07-03T14:40:52+0200
  Duration: 00:00:05.77, start: 0.000000, bitrate: 2281 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 84 kb/s (default)
    Metadata:
      creation_time   : 2016-07-03T13:43:59.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 1280x720, 2186 kb/s, 29.98 fps, 29.97 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2016-07-03T13:43:59.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      displaymatrix: rotation of -90.00 degrees
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2016-07-03T13:43:59.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2016-07-03T13:43:59.000000Z
      handler_name    : Core Media Metadata"
EFTA01648482,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648482.mp4,"Another :05 porn style pre-roll video, Can see white woman/girl wearing short denim shorts and green top",mp4,,00:05.0,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:05.00, start: 0.000000, bitrate: 87 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 320x180, 84 kb/s, 25 fps, 25 tbr, 12800 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]"
EFTA01648499,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648499.mp4,Lgals.com (don't think that's the full URL) multiple scenes pre-roll likely porn ad,mp4,,00:05.0,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:05.00, start: 0.000000, bitrate: 24 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 320x180, 22 kb/s, 25 fps, 25 tbr, 12800 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]"
EFTA01648502,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648502.mp4,hislut.com :04 multiple scene trailer/pre-roll ad,mp4,,00:04.0,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:04.00, start: 0.000000, bitrate: 45 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 320x180, 43 kb/s, 25 fps, 25 tbr, 12800 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]"
EFTA01648504,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648504.mp4,"RealityKings.com 95% redacted, loud music",mp4,,00:23.1,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:23.07, start: 0.000000, bitrate: 152 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 320x240, 27 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 118 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648509,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648509.mp4,Victim in a window sill next to red curtains w/ floral pattern,mp4,,00:10.1,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:10.08, start: 0.000000, bitrate: 1050 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 720x1280, 972 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 70 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648530,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648530.mp4,"Appears to be a dark skinned victim w/ pink clothing, :07",mp4,,00:07.3,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:07.27, start: 0.000000, bitrate: 179 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 720x1280, 104 kb/s, 15 fps, 15 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 48000 Hz, mono, s16, 70 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648534,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648534.mp4,Older woman self-pleasuring,mp4,,04:43.5,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:04:43.50, start: 0.000000, bitrate: 171 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x640, 38 kb/s, 24 fps, 24 tbr, 12288 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 128 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648547,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648547.mp4,Likely victim beating an adult with a erotic bdsm paddle,mp4,,00:12.0,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:12.00, start: 0.000000, bitrate: 174 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x640, 94 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 72 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648553,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648553.mp4,"Likely victim :05, jarring sound at :04",mp4,,00:06.0,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:05.96, start: 0.000000, bitrate: 52 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 360x416, 25 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 18 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648576,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648576.mp4,Supposedly comedic video of likely man/boy that appears as a female,mp4,,00:27.2,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:27.20, start: 0.000000, bitrate: 405 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 400x400, 279 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 118 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
