FILE ID,Original File & Data Set,Media Link,Notes,File Type,Raw Creation Data,Creation Date & Time,Duration,Coordinates,Street,City,Country,Has Media Link,Has Notes,Has Created Date,Raw Metadata
EFTA01621169,EFTA01621169.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621169.mov,"Fiskebäckskil, a coastal village on the island of Skaftö in Sweden ",mov,2019-06-27 23:14,2019-06-28 06:14,00:00:26.20,97.6288,Kvarnvagen,Fiskebackskil,Sweden,checked,checked,checked,"  Metadata:
    major_brand     : qt  
    minor_version   : 0
    compatible_brands: qt  
    creation_time   : 2019-06-27T23:14:17.000000Z
    com.apple.quicktime.location.ISO6709: +58.2479+011.4579+027.923/
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 8 Plus
    com.apple.quicktime.software: 12.3.1
    com.apple.quicktime.creationdate: 2019-06-27T23:00:02+0200
  Duration: 00:00:26.20, start: 0.000000, bitrate: 2456 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 92 kb/s (default)
    Metadata:
      creation_time   : 2019-06-27T23:14:17.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 1280x720, 2358 kb/s, 30.01 fps, 30 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2019-06-27T23:14:17.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      displaymatrix: rotation of -90.00 degrees
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2019-06-27T23:14:17.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2019-06-27T23:14:17.000000Z
      handler_name    : Core Media Metadata"
EFTA01621104,EFTA01621104.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01621104.mov,Unidentified Helicopter passenger (Hold incase rest of footage is deeper in files) unable to geolocate  ,mov,2019-06-12 16:52,2019-06-12 23:52,00:00:01.08,,,,,checked,checked,checked,"  Metadata:
    major_brand     : qt  
    minor_version   : 0
    compatible_brands: qt  
    creation_time   : 2019-06-12T16:52:10.000000Z
    com.apple.quicktime.content.identifier: 986F52B9-1229-48D6-B8F4-0827BFF51C2A
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone XS
    com.apple.quicktime.software: 12.3.1
    com.apple.quicktime.creationdate: 2019-06-12T12:52:09-0400
  Duration: 00:00:01.08, start: 0.000000, bitrate: 6496 kb/s
  Stream #0:0[0x1](und): Video: hevc (hvc1 / 0x31637668), none(smpte170m/smpte432/bt709), 1440x1080, 5693 kb/s, 28.62 fps, 60 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2019-06-12T16:52:10.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : HEVC
  Stream #0:1[0x2](und): Audio: pcm_s16le (lpcm / 0x6D63706C), 44100 Hz, mono, s16, 705 kb/s (default)
    Metadata:
      creation_time   : 2019-06-12T16:52:10.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 12 kb/s (default)
    Metadata:
      creation_time   : 2019-06-12T16:52:10.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 43 kb/s, start 0.433333 (default)
    Metadata:
      creation_time   : 2019-06-12T16:52:10.000000Z
      handler_name    : Core Media Metadata"
EFTA01648582,EFTA01648582.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648582.mp4,WARNING without further context this appears to he a redacted sexual clip that an audio was disgustingly placed over  ,mp4,,,00:00:11.67,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:11.67, start: 0.000000, bitrate: 203 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x640, 69 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 127 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648768,EFTA01648768.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648768.mp4,Girls dancing in Epstein Office Pregnancy test visible next to other medications and substances ,mp4,,,00:01:01.93,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:01:01.93, start: 0.000000, bitrate: 1525 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 1080x1920, 1449 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 69 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648633,EFTA01648633.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648633.mp4,What appears to be a girls bedroom and a redacted girl holding what appears to be a whip  ,mp4,,,00:00:18.04,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:18.04, start: 0.000000, bitrate: 107 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 320x568, 98 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 1 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648501,EFTA01648501.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648501.mp4,Another 5 second trailer Teensleepover.com,mp4,,,00:00:05.00,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:05.00, start: 0.000000, bitrate: 23 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 320x180, 21 kb/s, 25 fps, 25 tbr, 12800 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]"
EFTA01648586,EFTA01648586.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648586.mp4,Tiny Bubbles,mp4,,,00:00:37.90,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:37.90, start: 0.000000, bitrate: 107 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 320x240, 35 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 48000 Hz, stereo, s16, 63 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648610,EFTA01648610.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648610.mp4,:12 video 99.5% redacted,mp4,,,00:00:12.80,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:12.80, start: 0.000000, bitrate: 31 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 720x1280, 29 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]"
EFTA01648599,EFTA01648599.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648599.mp4,Duplicate teddy bear video,mp4,,,00:02:38.08,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:02:38.08, start: 0.000000, bitrate: 1128 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 1920x1080, 1118 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 3 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648720,EFTA01648720.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648720.mp4,JE redacted privates. Same as other vid or close to.,mp4,,,00:00:01.81,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:01.81, start: 0.000000, bitrate: 3894 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 1080x1440, 3947 kb/s, 12 fps, 12 tbr, 12288 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 70 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648767,EFTA01648767.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648767.mp4,Girls dancing in JE's office again,mp4,,,00:02:24.47,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:02:24.47, start: 0.000000, bitrate: 1246 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 1080x1920, 1170 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 69 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648566,EFTA01648566.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648566.mp4,Likely victim nude on bed to a foreign music bed ,mp4,,,00:00:26.24,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:26.24, start: 0.000000, bitrate: 102 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 320x176, 26 kb/s, 25 fps, 25 tbr, 12800 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 71 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648737,EFTA01648737.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648737.mp4,Victim on floor in sailor uniform again,mp4,2026-01-14 21:58,2026-01-15 04:58,00:00:02.97,,,,,checked,checked,checked,"  Metadata:
    major_brand     : mp42
    minor_version   : 0
    compatible_brands: mp41isom
    creation_time   : 2026-01-14T21:58:24.000000Z
  Duration: 00:00:02.97, start: 0.000000, bitrate: 2469 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (Main) (avc1 / 0x31637661), yuv420p(progressive), 1080x1440, 2462 kb/s, 13.14 fps, 13 tbr, 13k tbn (default)
    Metadata:
      creation_time   : 2026-01-14T21:58:24.000000Z
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
      encoder         : AVC Coding
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (mp4a / 0x6134706D), 44100 Hz, 1 channels, s16, 1 kb/s (default)
    Metadata:
      creation_time   : 2026-01-14T21:58:24.000000Z
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648598,EFTA01648598.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648598.mp4,Another teddy bear video. The bear is moving. Sliver of imagery on left seems to be a man moving the bear. 90% redacted,mp4,,,00:01:16.25,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:01:16.25, start: 0.000000, bitrate: 403 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 1920x1080, 395 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648569,EFTA01648569.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648569.mp4,victim slideshow with post production animation added,mp4,,,00:00:28.27,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:28.27, start: 0.000000, bitrate: 291 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 480x608, 156 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 128 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648540,EFTA01648540.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648540.mp4,girls dancing again in Epstein's office,mp4,,,00:02:06.53,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:02:06.53, start: 0.000000, bitrate: 1417 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 1080x1920, 1340 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 69 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648546,EFTA01648546.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648546.mp4,Looks like victim with no clothes on posing in front of camera. ,mp4,,,00:00:47.66,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:47.66, start: 0.000000, bitrate: 316 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 640x480, 193 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 48000 Hz, stereo, s16, 115 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648643,EFTA01648643.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648643.mp4,9 second completely black video,mp4,,,00:00:09.52,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:09.52, start: 0.000000, bitrate: 7 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 640x480, 5 kb/s, SAR 1:1 DAR 4:3, 25 fps, 25 tbr, 12800 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]"
EFTA01648748,EFTA01648748.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648748.mp4,"All I want for Christmas 1 sec video, likely nude victim with red and silver tinsel",mp4,,,00:00:01.61,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:01.61, start: 0.000000, bitrate: 2211 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 1080x1440, 2131 kb/s, 23 fps, 23 tbr, 11776 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 70 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648532,EFTA01648532.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648532.mp4,"Victim in white dress with pattern, dark hair, posing for camera, nude on bed 3:35, 5min total",mp4,,,00:04:59.93,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:04:59.93, start: 0.000000, bitrate: 142 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 480x272, 66 kb/s, 14 fps, 14 tbr, 14336 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 32000 Hz, stereo, s16, 73 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648528,EFTA01648528.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648528.mp4,"Likely victim in white towel, then likely nude on bed, buzzing sound, likely device, self pleasuring sounds 4:43 total",mp4,,,00:04:43.42,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:04:43.42, start: 0.000000, bitrate: 179 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x640, 45 kb/s, 24 fps, 24 tbr, 12288 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 128 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648778,EFTA01648778.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648778.mp4,"Older man blue shirt/sweatshirt, victim with lowcut green dress, blue and yellow boas pictured",mp4,,,00:00:14.76,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:14.76, start: 0.000000, bitrate: 420 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 640x480, 347 kb/s, 25 fps, 25 tbr, 12800 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 32000 Hz, mono, s16, 69 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648527,EFTA01648527.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648527.mp4,"Strange recording with foreign (Portugese) singing, a foreign little person appearing in soccer jersey, redacted heavily end of vid (Panico Das Mulheres) Portugese for ""Panic of the Women"" or ""Women's Panic""",mp4,,,00:01:10.47,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:01:10.47, start: 0.000000, bitrate: 106 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 192x144, 32 kb/s, 15 fps, 15 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 22050 Hz, mono, s16, 70 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648772,EFTA01648772.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648772.mp4,"Likely underage victim posing in front of camera, seems nude on bed, 9:47, a shimmering purple post production addition like a trailer vid/ad",mp4,,,00:09:47.29,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:09:47.29, start: 0.000000, bitrate: 947 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 1920x1080, 941 kb/s, 24 fps, 24 tbr, 12288 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](rus): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 48000 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648781,EFTA01648781.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648781.mp4,Random photojournalist it appears,mp4,2026-01-14 21:19,2026-01-15 04:19,00:00:02.88,,,,,checked,checked,checked,"  Metadata:
    major_brand     : mp42
    minor_version   : 0
    compatible_brands: mp41isom
    creation_time   : 2026-01-14T21:19:44.000000Z
  Duration: 00:00:02.88, start: 0.000000, bitrate: 2233 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (Constrained Baseline) (avc1 / 0x31637661), yuv420p(progressive), 854x480, 2105 kb/s, 29.97 fps, 29.97 tbr, 29970 tbn (default)
    Metadata:
      creation_time   : 2026-01-14T21:19:44.000000Z
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
      encoder         : AVC Coding
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (mp4a / 0x6134706D), 48000 Hz, 2 channels, s16, 129 kb/s (default)
    Metadata:
      creation_time   : 2026-01-14T21:19:44.000000Z
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648601,EFTA01648601.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648601.mp4,JE office multiple girls dancing again,mp4,,,00:03:42.03,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:03:42.03, start: 0.000000, bitrate: 1928 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 1080x1920, 1920 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 1 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648693,EFTA01648693.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648693.mp4,JE office multiple girls dancing again,mp4,,,00:03:27.90,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:03:27.90, start: 0.000000, bitrate: 3344 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 1080x1920, 3268 kb/s, 30 fps, 30 tbr, 15360 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 69 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01648634,EFTA01648634.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01648634.mp4,"Another likely underage victim dancing in front of a bookshelf, likely Epstein's office",mp4,,,00:00:54.36,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.76.100
  Duration: 00:00:54.36, start: 0.000000, bitrate: 568 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 720x1280, 494 kb/s, 24 fps, 24 tbr, 12288 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 69 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
